,source,target,weight,PMID
209,TP53,CHKA,1,10094833;9501176
210,TP53,GADD45A,1,10094833;10321740;10327059;10435630;10566557;10749144;11221850;11420680;12007564;12806965;15031557;15186775;15721278;15735726;16581545;16714289;17063488;17084916;17344317;17440969;17700520;18225552;18350249;20797428;20840860;21245169;21394211;21836608;22262183;22801474;23114628;23576563;23948959;7624148;8892753;9154806;9191059;9233781;9405685;9519881;9566896;9931282
211,ETV5,IFNG,1,10097133
212,STAT4,IFNG,1,10097133;11449378;11801649;12594853;12759422;12893768;12902482;14734615;15251440;15522880;16301617;16717115;17110450;19359411;19710469;20574006;20620946;23761633;24415943;25589075;26123499;9558063;9642277
213,DMTF1,CDKN2A,1,10097151;15601844;17546045;21062982;21892281;22039255
214,TP53,CDKN2A,1,10097151;10348346;10652576;10816133;10980602;11360201;11402335;11559812;11739748;11818069;12091906;12384561;15205322;15361884;15775976;16103197;16764954;17265068;17907153;18275833;18555006;19216023;19240179;19244234;19649205;19901969;20569441;21164364;21447739;21483786;21555589;21637567;21892281;22020338;22056554;22467867;24672805;8631601;9436028;9774662
215,PPARG,LPL,1,10098492;17658475;18948972;8895578
216,SP1,NPR1,1,10098505;11022037;20864529;24451378
217,SP3,NPR1,1,10098505
218,NR5A1,CYP17A1,1,10098601;10847589;11145739;11749720;11932209;12530662;12765518;12943735;15767781;16271033;16887917;17053042;17664281;17786540;17895316;19007851;20207836;20980388;21467194;22155568;23358192;23530236;9029713;9178749;9593668;9851803
219,SP1,RAC2,1,10098607
220,SP3,RAC2,1,10098607
221,NEUROD2,ITPR1,1,10098882
222,RUNX1,FOS,1,10100620;15156182
223,NEUROD1,AK1,1,10101232
224,HHEX,HHEX,1,10101294;12270938;12655000;15062550;21215263;22874537
225,FOXO3,FASLG,1,10102273;11756562;14701673;15895074;19690465;20051626;20371612;20671123
226,USF1,ADGRE4P,1,10103003
227,USF1,FASN,1,10103003;10962028;11583420;12440974;12897158;17197698;17313375;19303849;24511897;7499393;9334210;9594578
228,USF1,INS,1,10103003;10962028;15684402;17446190;9334210;9871795
229,MBD1,FGF2,1,10187827;18689796
230,CEBPD,IGF1,1,10187857;10614631;11278589;11390399;12791769;19103645;24440782
231,ELK1,SOD1,1,10191264
232,YY1,SOD1,1,10191264
233,FLI1,GP9,1,10194443;12556498;12724402;15466856
234,FLI1,ITGA2B,1,10194443;12356738;15232614;15466856
235,EGR1,ELK1,1,18061571
236,ELK1,EGR1,1,10194767;10329706;11739517;12374773;15449318;16840354;17967787;18434015;18814180;19417216;21257751;21791614;22593802;23059951
237,ELK4,EGR1,1,10194767;14770179;23063436
238,PREB,PRL,1,10194769;16752178;18755803;19267880;19426980;20411477;20643408;20960102
239,PREB,PRKACA,1,10194769
240,POU1F1,POU1F1,1,10194769;10390158;10652292;10980416;11518797;11722845;12673394;12792149;15266826;1600947;16043966;16189248;16216912;16322098;17445765;1972784;2049101;20807761;22199144;8297469;8625901;9247737;9639565
241,POU1F1,PRL,1,10194769;10406465;10490637;10652292;10801832;10921928;11081207;11266513;11589626;11874696;12039061;12169442;12225774;12242337;12554749;12668863;12773133;1406705;15031321;15375187;1561093;15618287;15731170;15817838;16001330;1600947;16061841;16216912;16322098;16724305;16879162;16908544;17167399;17240357;1775132;1779976;17933456;18220741;18602461;18653712;1922085;19556346;19808898;19887646;2046665;2065979;2082192;21507896;2178221;2184776;22199144;22634956;2550324;2563596;2831625;7476971;7529501;7538957;7649480;7659093;7673116;7699993;7706253;7877625;8015553;8015554;8148036;8163504;8226986;8232316;8276815;8370519;8524243;8663380;8694834;8879985;8910541;9207961;9220025;9259323;9389530;9397971;9426156;9514159;9685346;9714537;9722596;9756906;9822660;9973253
242,POU1F1,PREB,1,10194769
243,PREB,POU1F1,1,10194769
244,POU1F1,PRKACA,1,10194769
245,PREB,PREB,1,10194769;18755803;18801336;19267880;19382911;19426980
246,STAT3,POMC,1,10196143;11104795;12239103;12639901;12697721;17023536;19049975;23370526
247,TP53,PTGS2,-1,10196169;11161397;16682957
248,TBP,PTGS2,1,10196169;18204072
249,TP53,TICAM2,1,10196247
250,TBP,RB1,1,10197586;9242374;9400991
251,PAX5,RB1,1,10197586
252,CREB1,CHGA,1,10197763;10567198;10570944;12456801;17889508;22449227;9276735;9466982;9658190;9852054
253,TFAP2A,ST3GAL4,1,10198243
254,SP1,CLCN2,1,10198359;12714379
255,SP3,CLCN2,1,10198359;12714379
256,CEBPG,NOS2,1,10198420;11474579;12048217;14754879;19323834
257,CEBPB,NOS2,1,10198420;10229861;10844594;11834703;12379662;12958187;14565925;19323834;23085209;25156364;7692452;9590244;9679644;9685183
258,CEBPA,ALB,1,10198916;10542249;16452305;16608438;19932685;7564318;8288579;8314088;8703043
259,TP53,ALOX15,1,10200270
260,LITAF,TNF,1,10200294;11708771;12177065;12655064;16804395;16872372;17283168;21980379;22138218
261,IRF1,IFNL3,1,10200596;17785777
262,IRF2,IFNL3,1,10200596
263,IRF3,IFNL3,1,10200596;17785777
264,RELA,IFNL3,1,10200596;17785777
265,IRF2,IRF2,1,10200596;10321737;12493643;1431317;15560761;18281489;20129639
266,CREB1,CCND1,1,10201372;10915780;12391146;12504100;14764597;15116100;16503642;16522741;18713830;18957421;18988190;22271686;22751440;23447091;24065533;9990041
267,STAT1,IFNG,1,10201928;10373559;10440232;10585866;10707961;10713330;10830295;10881178;10982806;11390994;11416037;12052885;12130529;12223098;12403783;12493643;12759422;12893768;13678429;14735146;15055356;15217838;15931263;16162660;16195385;16380218;16785492;17016440;17105733;17270146;17283162;17558024;17689680;17878383;1833631;18616672;18787082;18802113;19124156;19262492;19476491;19929594;19935876;20004484;21039465;21178011;21530491;22767256;23419754;23582260;23645984;23740952;24200694;24478085;26170288;7565811;7619083;7796811;7957928;8509377;8647290;8823363;8990168;9059994;9218597;9271410;9491997;9548487;9748323;9880553
268,STAT6,IFNG,-1,10201928;10528163;10626890;10982806;16621996;17878383;22078635;24968940;7635985;9548487
269,JUN,IL6,1,10037779;10202034;10542237;11120852;12667961;15158360;15389813;17341596;18502099;19687301;20225236;20351184;20371366;20511231;20862675;21069809;21098092;21312239;24676671;25567680;26513016;8453101;8830832
270,EGR1,IL1B,1,10202038;12637574;12734378;15569263;16601242;17631285;18044710;22455954;7823937;8709978
271,EGR1,IL1A,1,10202038
272,HIF1A,EPO,1,10202154;10207038;10415537;10477681;10559391;10837481;11001829;11707426;11812905;11914036;11971899;14741200;15315937;15347669;15838297;16189267;16281953;16684536;17712557;18423195;20043814;20404921;20631191;21054399;21212189;21309574;24023421;7836384;7852211;8089148;8260699;8660378;8663540;8756616;8900415;9235919;9236155;9654078
273,HLF,EPO,1,10202154;9113979
274,MYC,CDC25A,1,10205150;11154267;15677471;17671423;8994810;9371770
275,TFAP2A,NQO1,1,10206277
276,FOS,TGFB1,1,10206347;10406964;10770487;11223948;12711314;12794825;16246896;16637060;16730810;16896927;16978906;1901652;2117705;21344377;23437118;9515031
277,TP53,MMP1,-1,10206959;11850838;12430174;15108353;18557930;18625714;21056989
278,SPI1,REG1A,1,10206983
279,POU1F1,GHRHR,1,10207037;10429879;10465288;11875102;16326834;17536003;20381582;21044116;8625613
280,ARNT,EPO,1,10207038;11782478;20631191;8089148;8408001;8663540
281,TP73,MDM2,1,10207051;10469568;11245471;15734740;20156675;20921405
282,TP73,TP53,1,10207051;10606650;10698502;11313982;11382762;12427762;15734740;16849542;17822668;18555006;19861536;20197393;20516129;22952705
283,TP53,TP73,1,11238924;12101410;16835297;16990849;17693405;17822668;21394211;22952705
284,MYC,EMP1,1,10207076
285,ESR1,EMP1,1,10207076
286,KLF11,HBG1,1,10207080;17131378
287,KLF11,HBB,1,10207080
288,NFATC2,TAT,1,10207088
289,TCF4,SSTR2,1,10207097
290,HIVEP2,SSTR2,1,10207097
291,ESR1,CRYAB,1,10207098
292,TP73,CDKN1A,1,10207112;10435630;11172610;12639967;12676926;12841870;12934105;14614455;15790310;16193303;17611664;17700533;18418051;18421303;18644986;18951877;19067706;21245298
293,E2F4,E2F1,-1,10208422;14576826
294,RUNX1,BCL2,1,10208431;23673926;24370018;8943060
295,POU1F1,TRHR,1,10208868
296,YY1,ACR,1,10208876;11500964
297,CREM,FSHB,-1,10209256;20008557;21659477
298,SP1,CDKN1A,1,10030670;10212208;10321829;10362258;10485470;10506225;10601254;10625687;10649433;10733944;10809237;10878024;11064455;11274368;11384995;11574165;11842244;11953011;12151347;12379120;12434298;12665570;12727210;12773551;12782287;12796485;12806965;14527674;14529564;14744793;14755691;15033443;15041706;15302882;15345676;15361832;15389873;15489892;15528212;15557281;15659839;15694666;15694838;15790310;15899840;15961274;15978937;15979845;16081043;16103879;16298343;16533812;16706751;16810128;16818630;17026958;17090534;17516505;17556661;17885207;18202149;18210215;18270969;18419600;18509005;18636159;18850004;19244234;19318349;19584258;20301197;20935676;21184768;21311948;21325288;21858218;22001409;22132221;22427654;23066038;23184467;23235480;23329847;23877711;24451377;24589735;24821727;7499379;8557703;8995437;9183012;9553133;9580699;9618481;9819384
299,GATA5,MYH7,1,10212267
300,GATA4,MYH7,1,10212267;10998641
301,GATA4,SLC8A1,1,10212268;16966329
302,SRF,SLC8A1,1,10212268;16966329
303,ELF1,IL5,1,10212281
304,ETS2,IL5,1,10212281;19487701
305,GATA3,IL5,1,10212281;11093124;11544451;11579103;11714753;11790301;12947222;15549733;15826950;16009272;16373364;16498264;16922677;17270283;17277157;17717199;17845581;18028994;18772129;19348920;20522714;20636338;21276008;21536806;22118525;23232398;24167278;25861992;7592673;7615560;7791790;9234684;9261181;9780145
306,ETS1,IL5,1,10212281;16373364;17845581;25861992
307,SP1,TGFB1,1,10212284;10964912;11054406;11114293;11278686;12138160;12186868;12615726;15178441;15979845;16714330;22415074;23437118;23806282;23936544;27974707;2808430;8325508;9242631;9580699;9837963
308,TBP,CREBBP,1,10215616
309,MSX1,MSX1,-1,10215616;11115394
310,RUNX2,RUNX2,1,10215629;11331591;12112009;12890574
311,OTX2,NCAM1,1,10216227
312,LHX2,PCYT1A,1,10216289
313,SP1,PCYT1A,1,10216289;10744779;12794070;15247247;16157598;16484221;17384411;20096375
314,DDIT3,HSPA5,1,10218478;10472808;20801537;22802018;22905241;23667408
315,FOS,OXTR,1,10218980
316,GABPA,OXTR,1,10218980
317,JUN,OXTR,1,10218980;15494465;16569740
318,TP53,NGF,1,10219080;16729028
319,REL,IL2RA,1,10221648;1508203;7636248
320,FOS,AGTR2,1,10222333
321,HSF2,HSP90B2P,1,10224043;15497507;17213196;8080921
322,SP1,LDLR,1,10224053;10841543;10894816;11250935;11792717;14568562;14998783;16303770;16449644;16647292;24358207;7597088;7627719;7836375;9271397;9610768
323,YY1,LDLR,-1,10224053;10318878
324,CEBPA,PCK1,1,10224054;10681569;10854692;12237288;12560325;17094771;7935427;8093246;9867832
325,WT1,CDKN1A,1,10224085;17160023;18202757
326,VDR,RARB,1,10224118;10336890;10342883
327,HOXC8,SMAD1,1,10224145
328,HR,IGFBP1,1,10226804
329,ATF1,CAT,1,10227167;10731689;9603992
330,RELB,SRC,1,10227387
331,FOS,ERCC1,1,10228559
332,YY1,CXCR4,-1,10229837;11145693;12571248;14563373;15737629;15805285;20068066
333,MYC,CXCR4,1,10229837;11145693
334,USF1,CXCR4,1,10229837
335,CUX1,NOS2,1,10229863;10868937;16144552
336,CUX1,PI3,1,10229863;10753867;11689575
337,CREB1,ANG,1,10231433
338,NR5A1,NR5A1,1,10231566;10684809;10965053;11471148;16574255;22128023;7706291;9801462
339,NR5A1,SF1,1,10231566;10811295;12907682;12959982;16353668;16595694;17331471;17383426;17786540;20207836;21081692;7479914;8413309;8625888;9013759;9121493;9232190;9570145;9605933;9605934;9792676;9801462;9892016
340,TP53,ITSN1,1,10233872
341,CEBPE,ELANE,1,10233885;17347301
342,DDIT3,EPO,1,10233889
343,NR5A1,LHB,1,10318795;10319325;10478841;10935547;11328853;11328855;11518799;11682622;11781541;12456803;12700240;14681221;14766009;14988433;15469090;16055746;16087728;19095772;19106114;19106225;20797425;21571865;22865884;23536856;8631889;8636081;8703054;9453238;9514159;9570145;9607816;9614069;9892016
344,NR0B1,LHB,-1,10318795;15155786;18202527
345,ATF2,TNF,1,10318823;10688670;10748079;10913190;10954918;11490006;12509451;15356147;15546613;16888805;20018859;20068037;8552071;8816436;9826775
346,JUN,TNF,1,10318823;10551799;10688670;10748079;10754326;10837498;10913190;10952728;10954918;11087751;11490006;11739517;12509451;12759366;15546613;16199883;16365438;16483936;16881863;16888805;18408586;19285436;20164416;21059644;21098092;23583459;24009130;24548427;25567680;7896795;7935377;8552071;8816436;8998076;9030359;9160673;9211933;9566900;9760243;9813054;9826775;9988757
347,GATA4,ADORA1,1,10318839
348,NKX2-5,ADORA1,1,10318839
349,AR,ACOT11,1,10318839
350,GATA4,ACOT11,1,10318839
351,GATA4,AR,1,10318839
352,NKX2-5,ACOT11,1,10318839
353,NKX2-5,AR,1,10318839
354,CEBPB,KRAS,1,10318842;11500490;16107878;18444174
355,YY1,HMGCS2,-1,10318878
356,LEF1,CCND1,1,10318916;12748295;15798764;17360796;17666529;17885813;19620402;19653274
357,PAX6,SST,1,10319322;19223471;9224716
358,CEBPB,STAR,1,10319323;10364248;10473624;11111087;15059951;18583320;19150388
359,NR5A1,STAR,1,10319323;10403575;10499490;10852468;10919277;10960482;11111087;11250933;11427738;11459805;15129808;16439455;17065415;17082260;18165439;18596066;18987158;19022561;19237537;19455657;20650879;20924043;21632081;21913902;22155568;22427816;23313103;23530236;9013761;9029708;9801462;9832418
360,POU1F1,FOS,1,10319324
361,POU1F1,SSTR5,1,10319324
362,EGR1,CISH,1,10319325;19798679;20506119
363,NR5A1,RHD,1,10319325
364,SRF,FOS,1,10319327;10330504;10369679;10642500;10742173;10777594;10961986;11846562;11862715;12231642;12242287;12760745;14693367;1630900;17182846;17938209;18557893;1902475;19173292;19581295;2104799;2200737;2493627;2511007;7588632;7854423;7910456;8007980;8164681;8262053;8413226;8423791;8764983;8864058;8986626;9032300;9111305;9271374;9315625;9349499;9545312;9571041;9690619;9734357
365,FOS,TF,1,10319327;8835393
366,ID1,FOS,-1,10319327
367,ZNF143,STUB1,1,10319811
368,MYC,CDKN1A,-1,10319992;10920185;11274368;12384701;12408820;12408868;12545156;12553001;12565816;12748190;12835716;14519204;15071503;15190211;15474507;15528212;15616584;15711923;15757889;15899785;16204065;16452181;16706751;16738884;17885207;18636159;19150257;19174556;19270520;20190815;20551174;20878079;21042278;21120446;21400515;21949397;22371483;22814619;23804320
369,JUN,IL2,1,10320367;10700231;10878360;12370343;12884855;16116194;17097050;1737937;1740667;19181930;20557936;21832163;7565732;7642615;7739550;7989759;8051409;8114694;8397339;8436291;8468462;8473495;8660843;8683110;9233628;9541574;9590239;9605137;9774418
370,SOX9,MIA,1,10320524;12783851;15722556;23727861
371,IRF2,CDKN1A,1,10321737
372,IRF1,IFNA1,1,10321737;10358173;10406469;11473119;12077266;12466898;1371248;14581002;15722233;1614874;1712401;17617740;17785777;19929594;23542606;23670564;2475256;27012395;2911367;7507207;7559730;7606736;7687740;7957048;8004672;8052267;8062214;8621447;8805641;9078371;9315689;9625761;9831185
373,IRF2,IFNA1,1,10321737;10454342;1712401;17202361;2475256;7507207;7559730;7687740;8004672;8062214;8805641;9625761
374,IRF1,IRF2,1,10321737;12493643;1431317;15560761;7507207;7630638;8152803;9054665
375,IRF2,IRF1,1,10321737;12474233;12493643;1431317;15560761;8152803
376,LITAF,MDM2,1,10321740
377,LITAF,MRPL41,1,10321740
378,LITAF,PIK3R1,1,10321740
379,TP53,LITAF,1,10321740;15197774;17283168;21836606
380,LITAF,TP53,1,10321740
381,TP53,BTG2,1,10321740;15741235;16581545;19031424;19551855;21394211
382,TP53,GREM1,1,10321740
383,TP53,MRPL41,1,10321740;10777217;11158615;11313463;11313981;11429705;11919562;12024039;12374749;12384701;12702557;14743206;15077176;15192123;16009130;24006445;24388982
384,TP53,PIK3R1,1,10321740;18661553;19763735;21057544
385,SP3,CDKN1A,1,10321829;10485470;10625687;10649433;11064455;12151347;12379120;12434298;12773551;15790310;16103879;16533812;16810128;18628250;18850004;19197985;19584258;20301197;23066038;23401853;23676218;7499379;8995437;9819384
386,TP53,PCNA,1,10321841;10516009;10618724;10910968;11032828;11313928;12217864;12384701;12485898;12947108;1352831;1356162;15358233;15950182;16980608;1705714;19789303;23390122;7909518;7915517;8524244;8570655;9651310;9707425;9858527
387,STAT1,IFNB1,-1,10321980;15194680;16020513;17374731;18035482;19096445;22479354;24478085;9325014
388,AR,AR,1,10325498;10385425;10551783;11181525;11299720;11410519;11585838;11856748;11994312;12119296;12226080;12463425;12466965;12621049;12742828;12790784;12890669;1428232;14742435;15215582;15350180;15486994;15640443;15821585;15928807;15994225;16020662;16046619;16140973;16356117;16373397;16384856;16732317;16741972;16818513;16914734;17043241;17047162;17052974;17079466;17202838;17334587;17426117;17452459;17534890;17566103;17640564;17885209;17975021;17984071;17986787;18178153;18245227;18481277;18487222;18623111;18687691;1874196;18945670;19100835;19223455;19417088;19430494;19585490;19622840;19816598;20159994;20181722;20338164;20417685;20478527;20717902;21117024;21177307;21267402;21303954;21372825;21504942;21515881;21541973;21878636;21966451;22654108;22761936;22951256;22999881;23012352;23233736;2341409;23435425;23492366;23662037;23728591;23940781;23985257;24019458;24293369;24656569;7810074;7822319;8793857;8884086;8887629;8994191;9148932;9437788;9547356;9780230
389,JUN,ATF2,1,9819389
390,ATF2,JUN,1,10327051;10366004;11238729;11736649;12052888;12751796;12903123;15068801;16511568;19255142;8530413;9141200;9252389;9502786;9819389
391,ATF2,TNFRSF11A,1,10327051;8382609
392,JUN,TNFRSF11A,1,10327051;15238218
393,YBX1,ERCC2,1,10328528
394,YBX1,ERCC3,1,10328528
395,YBX1,XRCC1,1,10328528
396,HSF1,CXCL8,1,10328874;18367728;21266308
397,HSF1,ICAM1,1,10328874
398,HSF1,IL6,1,10328874;11866474;11893605;17766920;22105779;23636453;23733891;24532586
399,HSF1,TNF,1,10328874;10734139;11734555;15198852;18689673;19846753;20221720;22105779;24196691;25024384;25053922
400,HSF1,IL1B,1,10328874;11801594;12468538;22467534;8926278
401,PPARA,UCP3,1,10329378;12843208;16857752;17204145
402,REL,JAG1,1,10329626
403,RELA,JAG1,1,10329626;17098279
404,HES1,FCER1G,1,10329626
405,EGR1,F3,1,10329706;10339488;10551840;10674404;10707957;11520792;11594561;11978801;12483323;12600889;15492129;16037570;16849552;17967787;19652887;20671239;8576248;8647847;9653181
406,SRF,EGR1,1,10329706;11739517;12760745;15449318;16456537;16497989;17967787;18446785
407,EGR1,SRF,1,10330138;10602487
408,SP1,SP1,1,10329728;10374837;10669635;10845904;10847580;10850422;11118296;11345900;11348466;11594561;11683873;12169688;12502798;12509426;12706891;12804776;12888570;12954631;1336181;14604767;14608051;15380450;15541732;15691879;15731358;15780936;15790310;15821099;15854045;16288017;16617124;16677608;16715126;16797880;16806531;16949047;17085651;17108117;17203216;17257588;17597815;17600309;17823254;18175117;18194215;18472212;18509005;18769160;18843277;19141126;19164126;19223508;19244234;19753117;19994725;20204374;20971080;21291420;21441538;21554857;21604172;21787586;22030357;22172574;22227581;22734486;23018034;23148884;23209644;24122978;7896792;8361761;9154804;9218479;9261391;9666093
409,FOXE1,TPO,1,10329730;17709379;20094846;27347897;7818505;8264661;8602863;9287345
410,POU4F1,BCL2,1,10329733;11713302;12431761;20530667;9642226
411,NOTO,BTK,1,10329845
412,HNF4A,SERPINA1,1,10330009;9927755
413,HNF1A,SERPINA1,1,10330009;2020548;2844524;3262058;3263567
414,HNF1B,SERPINA1,1,10330009;3263567
415,SOX9,EPYC,1,10330124
416,SRF,SRF,1,10330138;10602487;15531578;17629633;8663310;9218459;9473329;9804789
