,source,mor,target
7114,GAL,1,GALR2
7115,SPX,1,GALR3
7116,GAL,1,GALR3
7117,GDF15,1,GFRAL
7118,GHRL,1,GHSR
7119,GIP,1,GIPR
7120,GCG,1,GLP1R
7121,GCG,1,GLP2R
7122,GCG,1,GCGR
7123,GNRH2,1,GNRHR
7124,NPPA,1,NPR1
7125,NPPB,1,NPR1
7126,NPPC,1,NPR2
7127,CCL16,1,HRH4
7128,PSAP,1,GPR37
7129,PSAP,1,GPR37L1
7130,CCL5,1,GPR75
7131,RSPO1,1,LGR4
7132,RSPO2,1,LGR4
7133,RSPO3,1,LGR4
7134,RSPO4,1,LGR4
7135,RSPO1,1,LGR5
7136,RSPO2,1,LGR5
7137,RSPO3,1,LGR5
7138,RSPO4,1,LGR5
7139,RSPO3,1,LGR6
7140,RSPO1,1,LGR6
7141,RSPO2,1,LGR6
7142,RSPO4,1,LGR6
7143,PENK,1,MRGPRX1
7144,ADM,1,MRGPRX2
7146,IL15,1,IL2RG
7147,IL15,1,IL2RB
7148,IL22,1,IL22RA1
7149,PDYN,1,OPRK1
7150,POMC,1,OPRK1
7151,KISS1,1,KISS1R
7152,CGA,1,LHCGR
7153,CGB5,1,LHCGR
7154,LHB,1,LHCGR
7155,PMCH,1,MCHR1
7156,PMCH,1,MCHR2
7157,POMC,1,MC1R
7158,POMC,1,MC3R
7160,POMC,1,MC4R
7162,POMC,1,MC5R
7163,AGRP,-1,MC5R
7164,MLN,1,MLNR
7165,PDYN,1,OPRM1
7166,PENK,1,OPRM1
7167,CALM1,1,MYLK
7168,CALM2,1,MYLK
7169,CALM3,1,MYLK
7171,CALM2,1,MYLK2
7173,OSTN,-1,NPR3
7174,TAC1,1,TACR1
7175,TAC3,1,TACR1
7176,TAC1,1,TACR2
7177,TAC3,1,TACR2
7178,TAC1,1,TACR3
7179,TAC3,1,TACR3
7180,NMS,1,NMUR1
7181,NMU,1,NMUR1
7182,NMS,1,NMUR2
7183,NMU,1,NMUR2
7184,PNOC,1,OPRL1
7185,NPB,1,NPBWR1
7186,NPW,1,NPBWR1
7187,NPB,1,NPBWR2
7188,NPW,1,NPBWR2
7189,NPFF,1,NPFFR1
7190,NPVF,1,NPFFR1
7191,NPFF,1,NPFFR2
7192,NPS,1,NPSR1
7193,NTS,1,NTSR1
7195,OXT,1,OXTR
7196,AVP,1,OXTR
7197,HCRT,1,HCRTR1
7198,HCRT,1,HCRTR2
7199,ADCYAP1,1,ADCYAP1R1
7200,VIP,1,ADCYAP1R1
7201,PROK1,1,PROKR1
7202,PROK2,1,PROKR1
7203,PROK1,1,PROKR2
7204,PROK2,1,PROKR2
7205,PRLH,1,PRLHR
7206,NPY,-1,PRLHR
7207,PTHLH,1,PTH1R
7209,PTHLH,1,PTH2R
7210,QRFP,1,QRFPR
7211,RLN2,1,RXFP1
7212,RLN1,1,RXFP1
7213,RLN3,1,RXFP1
7214,INSL3,1,RXFP2
7215,RLN2,1,RXFP2
7216,RLN1,1,RXFP2
7217,RLN3,1,RXFP2
7218,RLN3,1,RXFP3
7219,INSL5,-1,RXFP3
7220,INSL5,1,RXFP4
7221,RLN3,1,RXFP4
7222,SCT,1,SCTR
7223,VIP,1,SCTR
7224,SELPLG,1,SELP
7225,CORT,1,SSTR1
7226,SST,1,SSTR1
7227,CORT,1,SSTR2
7228,SST,1,SSTR2
7229,CORT,1,SSTR3
7230,SST,1,SSTR3
7231,CORT,1,SSTR4
7232,SST,1,SSTR4
7233,CORT,1,SSTR5
7234,SST,1,SSTR5
7235,GAS6,1,TYRO3
7236,PROS1,1,TYRO3
7237,UTS2,1,UTS2R
7238,UTS2B,1,UTS2R
7239,GHRH,1,VIPR1
7240,ADCYAP1,1,VIPR1
7241,VIP,1,VIPR1
7242,ADCYAP1,1,VIPR2
7243,VIP,1,VIPR2
7244,OXT,1,AVPR1A
7245,AVP,1,AVPR1A
7246,OXT,1,AVPR1B
7247,AVP,1,AVPR1B
7248,OXT,1,AVPR2
7249,AVP,1,AVPR2
7250,XCL1,1,XCR1
7251,XCL2,1,XCR1
7252,NPY,1,NPY2R
7253,PYY,1,NPY2R
7254,NPY,1,NPY4R
7255,PPY,1,NPY4R
7256,PYY,1,NPY4R
7257,NPY,1,NPY5R
7258,PPY,1,NPY5R
7259,CAMK2A,-1,SYN1
7260,CAMK2A,1,MAP2
7261,CAMK2A,1,GRIA1
7262,PDPK1,1,RPS6KB1
7265,CALM1,1,CAMK2A
7266,CALM3,1,CAMK2A
7267,CALM2,1,CAMK2A
7268,NTRK1,1,CRK
7270,VRK1,1,ATF2
7271,GRM1,1,GNB2
7272,GRM1,1,GNAQ
7273,SYNGAP1,1,DLG4
7274,CALM1,1,IQGAP1
7275,CALM3,1,IQGAP1
7276,CALM2,1,IQGAP1
7278,ITGB1,1,ILK
7280,LEF1,1,MITF
7281,GSK3A,1,MITF
7283,LCK,1,VAV2
7284,IRS1,1,PIK3CA
7286,YWHAH,-1,BAD
7288,RIMS1,1,YWHAH
7289,RIMS1,1,RAB3A
7290,RIMS1,1,UNC13B
7295,PRKACA,1,CREB1
7302,HTR1A,1,GNAI3
7303,GNAQ,1,PLCB1
7304,MAPK1,1,MAPKAPK2
7305,PRKACA,-1,SYN1
7306,CAMK1,-1,SYN1
7308,CDK5,1,SYN1
7309,VAV2,1,RAC1
7312,PRKCA,1,TIAM1
7314,GRB2,1,VAV2
7316,SRC,1,VAV2
7322,NLGN1,1,DLG4
7323,CALM1,1,NOS1
7324,CALM3,1,NOS1
7325,CALM2,1,NOS1
7326,CREM,-1,KCNIP3
7334,CREBBP,1,JUN
7340,CALM1,1,ADCY1
7341,CALM3,1,ADCY1
7342,CALM2,1,ADCY1
7346,GNB2,1,PLCB1
7347,CAMK4,1,CREB1
7348,CHRM2,1,GNAI3
7351,GNB2,1,GRK2
7353,NRAS,1,PIK3CA
7355,GNB2,-1,CACNA1B
7358,PRKCA,-1,GRIN2A
7368,HTR2A,1,GNAQ
7369,PTAFR,1,GNAO1
7371,CHRM1,1,GNAQ
7372,PTAFR,1,GNB2
7373,CHRM2,1,GNAO1
7378,PDPK1,1,RPS6KA1
7384,SRC,1,KHDRBS2
7385,DRD2,1,GNAI3
7387,PRKACA,-1,PLCG1
7391,RBP1,1,SHC1
7393,PRKACA,1,NFKB1
7395,BCAP31,-1,CASP8
7397,BCAP31,1,BCL2
7398,BCAP31,1,BCL2L1
7401,ANP32A,1,APAF1
7403,FYN,1,GRIN2A
7404,SRC,1,GRIN2A
7405,CAPN1,-1,GRIN2A
7406,DLG4,1,GRIN2A
7414,PAK1,1,LIMK1
7415,ROCK2,1,LIMK1
7417,PRKCA,-1,NOS1
7419,CAMK4,-1,NOS1
7420,PRKACA,-1,NOS1
7421,MYLK,1,MYO18A
7422,EEF2K,-1,EEF2
7423,CALM1,1,EEF2K
7424,CALM3,1,EEF2K
7425,CALM2,1,EEF2K
7426,RPS6KA1,-1,EEF2K
7427,RPS6KB1,-1,EEF2K
7428,L1CAM,1,EZR
7430,FYN,1,PTK2
7432,RPH3A,1,RAB3A
7435,RAPGEF1,1,RAP1A
7436,RAP1A,1,BRAF
7439,ADORA1,1,GNAI3
7447,ADRA2A,1,GNAO1
7451,MAP3K2,1,MAPK1
7452,BRAF,1,MAP4K1
7456,AKAP5,1,PRKACA
7457,LCK,1,RAF1
7459,PRKACA,-1,CAMKK2
7460,CAMKK2,1,CAMK1
7461,CALM1,1,CAMKK2
7465,CAMK1,1,CREB1
7467,LAMTOR3,1,MAPK1
7474,PRKCA,1,PPP1R14A
7477,ILK,1,PPP1R14A
7478,ROCK2,1,PPP1R14A
7483,ARHGEF2,1,RAC1
7487,CSNK1G1,1,DVL1
7489,SRC,-1,ARRB1
7491,RAPGEF2,1,RAP1A
7496,PRKCA,-1,DNM1
7501,PRKCA,1,ADCY2
7502,GNAS,1,ADCY1
7503,PRKCA,1,ADCY5
7504,GNAS,1,ADCY5
7505,GNAS,1,ADCY2
7506,ADRB2,1,GNAS
7509,RHEB,1,RAF1
7510,PTK2B,-1,KCNA2
7513,STX3,-1,CACNA1B
7523,SLC9A3R1,1,ADRB2
7524,PTPN11,-1,SPRY1
7525,CSK,1,PXN
7527,CSK,1,PTK2
7532,PTPN11,1,PIK3CA
7534,CALM1,-1,GRIN2A
7535,CALM3,-1,GRIN2A
7536,CALM2,-1,GRIN2A
7539,VAV2,1,ARHGAP1
7543,GNA13,1,ARHGEF1
7544,CYTH2,1,ARF1
7546,NRAS,1,BRAF
7558,BDKRB1,1,GNAQ
7561,RASGRF1,1,NRAS
7562,RASGRF1,1,RAC1
7567,RASA4,-1,NRAS
7575,RIN1,-1,NRAS
7582,NTRK2,1,SHC1
7584,PPP2R5C,1,GSK3A
7586,GNA13,1,RDX
7592,RGS2,-1,GNAQ
7594,MAPK1,1,KCND2
7596,AXIN1,1,GSK3A
7597,GSK3A,-1,CTNNB1
7601,CREM,-1,CREB1
7602,GRB2,1,DNM1
7603,SRC,1,DNM1
7614,PRKACA,1,PPP1R1B
7616,FN1,1,ITGB1
7617,PPP1R1B,-1,PPP1CC
7619,PRKACA,-1,ADRB2
7622,RGS4,-1,GNAQ
7623,RGS19,-1,GNAQ
7626,PTK2,1,SHC1
7627,F2RL1,1,GNB2
7631,PTK2B,1,EGFR
7633,NTRK1,1,GRB2
7639,DRD2,1,GNAZ
7643,CBLB,-1,VAV2
7648,ABL1,1,DOK1
7655,CBLB,-1,PIK3CA
7657,KCNIP3,-1,KCND2
7658,PRKACA,-1,KCND2
7667,CHRM4,1,GNAI3
7675,PRKACA,1,GRIA1
7681,PRKCA,-1,GRIA1
7686,CALM3,1,DAPK1
7687,CALM2,1,DAPK1
7689,NAIP,-1,CASP9
7690,HPCA,1,NAIP
7695,PRKCA,1,MBP
7696,SYK,1,TUBA1A
7701,FYN,1,TUBA1B
7708,CALM2,-1,MARCKS
7715,PPP3R1,-1,MAPT
7722,CALM1,1,ADD1
7725,PRKACA,-1,ADD1
7732,PRKACA,1,FLNA
7734,SHANK1,1,ARHGEF7
7735,ARHGEF7,1,GIT1
7739,NFASC,1,ANK1
7742,PRKCA,1,EIF4E
7745,PROKR1,-1,EIF2S1
7747,EIF3J,1,EIF4G2
7748,PPP2R5C,-1,AKT1
7749,SIVA1,-1,BCL2L1
7765,GRB2,-1,PTPRA
7769,CALM1,1,PDE1A
7778,PRKACA,1,PDE3A
7779,PRKACA,1,PDE3B
7780,PRKACA,1,PDE4D
7784,ARRB1,1,PDE4D
7788,CBLB,-1,CRK
7789,CBLB,-1,FYN
7791,CDC42,1,MAP3K10
7792,RAC1,1,MAP3K10
7797,ILK,1,AKT1
7799,CAMKK2,1,CAMK4
7804,PKIA,-1,PRKACA
7806,DYRK1A,-1,MAPT
7810,SERPINB2,-1,PPP1CC
7813,PPP5C,-1,MAPT
7814,PPM1F,-1,CAMK1
7815,PPM1F,-1,CAMK2A
7819,DLG4,1,NOS1
7820,PPP1CC,-1,CAMK2A
7824,PRKCA,-1,GSK3A
7837,GSK3A,-1,JUN
7838,GSK3A,-1,MAPT
7842,PPP1CC,1,BCL2
7845,DLGAP1,1,SHANK1
7847,RELN,-1,ITGB1
7848,PRKCA,-1,ATP2B1
7863,RACK1,-1,FYN
7866,PRKCA,-1,PLCB1
7873,PAK1,-1,MYLK
7875,CSNK1G1,-1,NFATC1
7876,MAPK14,-1,NFATC1
7877,PRKACA,-1,NFATC1
7880,DLGAP1,1,DLG4
7881,DLG4,1,DLGAP1
7882,MAP3K1,1,MAPK8
7883,PIN1,1,JUN
7885,CDC42,1,WASF1
7891,LCK,1,PLCG1
7892,LYN,1,PLCG1
7894,FYN,1,PLCG1
7896,HCK,1,PLCG1
7897,ROCK2,1,DPYSL2
7900,EPB41,1,DLG1
7901,SRC,1,DLG4
7902,JUN,1,CREB1
7904,MAPK14,1,JUN
7909,CRK,1,PXN
7910,PXN,1,CRK
7911,BCL2,-1,BID
7912,BCL2,-1,BIK
7914,BIK,-1,BCL2L1
7916,YWHAH,-1,RAF1
7918,CASP3,-1,RB1
7926,CALM1,1,RYR1
7929,CNR1,1,GNAI3
7935,FKBP1A,1,PPP3R1
7939,CALM1,-1,GRM7
7940,CALM3,-1,GRM7
7941,CALM2,-1,GRM7
7942,PRKCA,1,GRM7
7951,PICK1,-1,GRM7
7955,DOC2A,1,UNC13B
7956,DLG4,1,MAP1A
7965,CALM1,1,RIT2
7966,CALM3,1,RIT2
7967,CALM2,1,RIT2
7970,SRC,1,SYK
7981,PRKACA,-1,KCNJ4
7982,FYN,1,DLG2
7983,FYN,1,DLG4
7987,BAG2,1,RAF1
7991,PRKACA,1,STK24
7992,ITGB1,1,PTK2B
7994,PPP3R1,1,BAD
8000,CAPN1,-1,CABIN1
8002,MAPK1,1,MARCKS
8004,PRKACA,-1,GABRA1
8019,COL1A1,1,ITGB1
8021,FGA,1,ITGB1
8029,OPRD1,1,GNAO1
8033,OPRM1,1,GNAO1
8039,GRIN2A,1,DLG3
8042,RAP2A,1,RALGDS
8043,IGF1R,1,SHC1
8044,IGF1R,1,GRB10
8046,INSR,1,GRB10
8055,ULK1,1,GABARAP
8074,MTOR,1,AKT1
8075,MTOR,1,RPS6KB2
8079,GSK3B,1,KAT5
8086,EIF4EBP1,-1,RPTOR
8089,RB1CC1,1,TP53
8091,RB1CC1,-1,PTK2B
8092,RB1CC1,1,ATG16L1
8125,PTMA,-1,KEAP1
8134,PRKCA,1,NFE2L2
8153,RBX1,-1,NFKBIA
8158,PRKCD,1,NFE2L2
8162,SQSTM1,-1,KEAP1
8166,KEAP1,-1,IKBKB
8169,KEAP1,1,CUL3
8183,GSK3B,-1,NFE2L2
8201,CHUK,-1,NCOR2
8202,ERC1,1,CHUK
8203,MAPK14,1,CSNK2B
8204,CSNK2A2,-1,NFKBIA
8205,CSNK2B,-1,NFKBIA
8206,MAPK14,-1,NFKBIA
8208,EP300,1,RELA
8212,MAP3K1,1,IKBKB
8214,ATM,1,MRE11
8218,AXIN1,1,APC
8219,UBE2N,1,UBE2V1
8221,PDPK1,1,RPS6KA3
8223,PDPK1,1,RPS6KA2
8228,CD14,1,TLR4
8229,TLR4,1,MYD88
8233,COP1,-1,CASP1
8234,DHX58,-1,RIGI
8235,RIGI,-1,TRAF3
8240,IFIH1,-1,TRAF3
8245,DHX58,-1,MAVS
8252,TRAF3,1,IKBKE
8253,IKBKE,-1,TANK
8255,IKBKE,1,TBK1
8256,TBK1,1,IKBKE
8257,TRAF3,1,TBK1
8261,MAVS,-1,IRF7
8264,CARD18,-1,NLRC4
8265,CARD18,-1,PYCARD
8266,COP1,-1,NLRC4
8267,COP1,-1,PYCARD
8268,CARD17P,-1,NLRC4
8269,CARD17P,-1,PYCARD
8270,CARD17P,-1,CASP1
8272,CARD18,-1,NLRP1
8273,CARD18,-1,CASP5
8274,COP1,-1,NLRP1
8275,COP1,-1,CASP5
8276,CARD17P,-1,NLRP1
8277,CARD17P,-1,CASP5
8278,CASP1,-1,NLRP1
8279,CASP1,-1,CASP5
8280,CARD18,-1,NLRP2
8281,COP1,-1,NLRP2
8282,COP1,-1,CARD8
8283,CARD17P,-1,NLRP2
8284,CARD17P,-1,CARD8
8285,CASP1,-1,NLRP2
8286,NOD1,1,DEFB4A
8287,NOD1,1,DEFB104A
8289,NOD1,1,MAPK8
8290,NLRC4,-1,NOD1
8296,RIPK2,1,IKBKB
8300,ERBIN,-1,NOD2
8302,NOD2,1,MAPK1
8303,NLRC4,-1,NOD2
8305,NOD2,1,MAPK14
8306,CARD9,1,MAPK14
8307,NOD2,1,MAPK8
8312,RIPK2,1,MAP3K7
8314,TRAF6,1,IKBKB
8316,TRAF6,1,NFKBIA
8318,RIPK2,1,MAPK14
8319,TRAF6,1,MAPK14
8320,MAP3K7,1,MAPK14
8321,RIPK2,1,MAPK8
8322,TRAF6,1,MAPK8
8323,UBE2N,-1,MAP3K7
8331,RNF125,-1,RIGI
8332,RNF125,-1,IFIH1
8334,TRAF6,-1,IKBKG
8464,TNFRSF1A,1,CASP8
8465,CASP10,1,CASP7
8466,CASP4,1,CASP1
8467,EIF2AK2,1,TP53
8468,HSPA1A,-1,AIFM1
8471,BID,1,DIABLO
8474,CASP3,1,GAS2
8478,IL1R1,1,MYD88
8479,TLR2,1,MYD88
8481,PRKCD,1,STAT1
8484,IFNA17,1,IFNAR1
8485,IFNA17,1,IFNAR2
8486,JAK1,1,TYK2
8488,STAT2,1,STAT1
8489,CREBBP,1,IRF9
8490,MAPK1,1,RPS6KA4
8493,SLC9A3R1,1,CFTR
8497,GRK6,-1,SLC9A3R1
8520,MAGI2,1,PTEN
8541,PTPN13,-1,TRIP6
8547,MAPK12,1,SNTA1
8554,SLC9A3R2,1,PLCB3
8567,MAGI3,1,PTEN
8569,GOPC,-1,CFTR
8571,ARVCF,1,ERBIN
8575,CTNND2,1,ERBIN
8583,DLGAP1,1,SHANK2
8589,PPP1CC,-1,AXIN1
8593,PDGFB,1,PDGFRB
8596,NTF4,1,NTRK2
8597,PRKCA,1,NOX5
8598,PAX5,-1,TLE4
8599,EFNA3,1,EPHA2
8600,MBL2,1,MASP2
8601,PRKAA1,1,FOXO3
8603,MAPK3,-1,FOXO3
8604,CSNK1D,1,KIR3DL1
8605,IKBKB,-1,IRS1
8606,MAPK1,1,ARHGEF2
8607,PRKCA,1,PDE3A
8608,AKT2,-1,GSK3B
8609,MAP3K5,1,ZNF622
8611,ERBB3,1,GRB2
8613,PRKCA,-1,EGLN2
8621,CDK2,-1,GRK2
8622,CSNK2A1,1,MDC1
8625,PRKCB,-1,MARCKS
8626,PDPK1,1,CARD11
8629,JDP2,-1,ATF2
8630,PPP4C,-1,NDEL1
8632,MTOR,-1,MAF1
8634,CLK1,1,PTPN1
8635,PDPK1,1,PRKCB
8637,MAPK3,1,RPS6KB1
8639,PRKCG,1,CD5
8642,PRKACA,-1,HAND1
8643,GSK3B,-1,SNAI1
8644,ZIC1,1,GLI3
8645,CDK12,1,POLR2A
8647,PRKAA1,-1,EP300
8648,SIK2,-1,CDK5R1
8649,SRC,-1,CHRNA7
8652,HRAS,1,PIK3CD
8653,APC_AXIN1_GSK3B,-1,CTNNB1
8654,PRKACA,1,KCNH2
8655,DAPK3,1,TP53
8656,RPS6KB1,-1,URI1
8658,WDR48,1,USP1
8659,RXRA,-1,CTNNB1
8662,RAE1,1,NUP98
8665,SEMA3C,1,NRP2
8666,FGF14,-1,SCN8A
8667,CDK2,1,CCDC6
8671,CAMK2B,1,CYLD
8672,HOXB8,1,PBX1
8673,SNX9,1,DNM2
8674,PRKACA,-1,IRS1
8675,PHKG1,1,PYGM
8677,CDK1,1,RANBP2
8678,PKN1,1,MAPK14
8679,PCBP2,-1,MAVS
8681,CASP1,1,PSEN2
8684,PRKAA1,1,PFKFB2
8688,LCK,1,PTEN
8690,CHUK,1,NCOA3
8693,F2,1,F8
8696,MAPK3,1,LRP6
8697,PPM1B,-1,IKBKB
8702,CDK2,-1,TP73
8704,EGFR,-1,HDAC6
8706,PRKCE,1,PPP1R14A
8710,HOXA9,1,MEIS1
8714,GSK3B,1,FBXO4
8715,PHLPP2,-1,PRKCB
8856,CAMK1,-1,NUMB
8862,PRKCZ,1,PSEN1
8863,DDX21,1,JUN
8865,PAK3,-1,TNNI3
8866,CDK2,1,MYBL2
8867,CSNK2A1,1,PSEN2
8868,IKBKB,-1,NFKB1_RELA
8869,WNT3A,1,FZD8
8870,AKT2,-1,TSC2
8871,NFYA,1,SP1
8873,TEC,-1,BTK
8879,PRKCD,-1,FLI1
8880,PTPN1,-1,PTK2
8884,MAPKAPK2,1,MDM2
8885,CDK5,1,DNM1
8886,FBXO33,-1,YBX1
8888,RAB1A,1,GOLGA2
8890,IGF2,1,INSR
8891,IL4,1,IL13RA1
8892,MAP2K4,-1,RXRA
8896,DYRK3,-1,AKT1S1
8897,GSK3B,-1,CAMKK2
8900,GSK3B,-1,EIF2B5
8902,PRKCA,1,PRKD1
8903,ATXN7,-1,CRX
8904,MAPK3,1,AKT1S1_DEPTOR_MLST8_MTOR_RPTOR
8906,PPP3CA,1,BAD
8909,MAPK9,1,MAPK8IP1
8911,PRKCZ,1,STK11
8912,SELPLG,1,SELE
8914,PTPRC,-1,JAK2
8921,AKT1,1,YWHAZ
8922,MAPK1,1,NOX5
8927,PTGES3,1,HSP90AA1
8928,GSK3B,-1,GRB14
8929,RPS6KA3,1,WWC1
8931,PRKD1,1,PTRH2
8932,PRKG1,1,FHOD1
8936,ITK,-1,BTK
8940,SRC,-1,CFL1
8942,PPP2R5B,-1,AKT1
8944,PRKCA,1,FERMT3
8945,AKT1,-1,PDCD4
8946,TARBP2,1,DICER1
8947,CAMK2B,-1,ETS1
8952,ARTN,1,GFRA3
8956,VRK1,-1,BANF1
8957,VTN,1,ITGA8_ITGB1
8958,AKT1,-1,ADRB2
8961,PPP3CC,1,BAD
8964,BTK,1,DAPP1
8973,PRKCA,-1,ADD2
8974,PIK3R1,1,PIK3CD
8976,MAPK3,1,RPS3
8977,CDH11,1,CTNNB1
8978,TTK,-1,ABL1
8980,CDK7,1,CDK1
8984,RAC1,1,AKT1
8988,PTPN1,-1,STAT5B
8989,STK4,1,LATS2
8990,LATS2,1,YWHAG
8992,TRIB3,-1,AKT1
8993,PPM1A,-1,IKBKB
8995,AKT1,1,ESR1
8996,PLK1,1,RACGAP1
8997,CSNK2A1,1,EXOSC9
9003,MASTL,1,ARPP19
9006,PRKAA1,-1,ZNF692
9008,TTK,1,CHEK2
9009,MAPK9,-1,IRS1
9014,PAK2,-1,MYLK
9015,PRKCG,-1,STXBP1
9016,MAPK8,1,APLP2
9017,IL34,1,CSF1R
9018,RAD51AP1,1,RAD51
9020,CDK6,-1,PRDX1
9021,PRKCB,1,TYR
9022,MAPKAPK2,-1,ZFP36L1
9025,MAPK1,1,KHDRBS1
9036,PRKCZ,-1,BAX
9039,GGCX,1,F2
9040,MCL1,-1,BAX
9178,MAPK14,-1,BCL2L11
9183,PCBD1,1,HNF1B
9185,MAPK1,1,PITPNM1
9186,MAPK14,-1,KHSRP
9190,AURKB,-1,DSN1
9191,CASP8,1,CASP3
9193,CSNK1E,-1,PER3
9194,CSNK2A2,-1,AQP4
9197,MAPK1,1,MCL1
9199,SAV1,1,STK4
9200,RPS6KB1,1,PFKFB2
9201,PRKCZ,-1,MYH10
9203,GSK3B,-1,MCL1
9207,IRAK1,1,GLIPR2
9211,MAPK3,-1,KLC1
9213,PPP1CA,1,CASP2
9218,AURKB,1,HASPIN
9223,CDK5_CDK5R1,-1,MAPT
9224,CHEK2,1,FOXM1
9225,PRKCA,1,LRP1
9230,CSNK2A2,1,PPP1R1B
9231,ZFYVE9,1,SMAD3
9233,PAX3,1,MEOX2
9234,IDE,-1,INS
9237,CDK4,1,FOXM1
9241,CDK2,1,FOXM1
9242,PDPK1,1,SGK2
9250,PRKACA,1,CACNB2
9254,PPP1CA,-1,AXIN1
9255,MAPK3,1,CAD
9258,MAPK1,-1,PDE4C
9266,GGCX,1,F9
9267,PKN1,-1,PGAM1
9269,CSNK2A1,-1,SSRP1
9270,CDK2,-1,RBL2
9273,CDK6,-1,RBL2
9276,AKT2,1,EP300
9280,PLK1,-1,BRCA2
9282,EID1,-1,EP300
9285,GRK5,-1,TP53
9286,PRKACA,1,GMFB
9287,MIF,1,CD74
9289,INSR,-1,ADRB2
9290,CDK1,1,PTTG2
9291,GGCX,1,F10
9292,INSIG2,-1,SCAP
9293,RPS6KA1,1,WWC1
9294,CAMK2A,1,CD44
9295,MAPK1,1,PPP1R9B
9298,PECAM1,1,CD38
9301,MAPK3,1,SREBF2
9302,PRKCA,1,PLD2
9303,ARRB2,-1,ADRB2
9306,STK4,1,FOXO1
9307,PKN1,-1,FOXO1
9313,CDK3,-1,TFCP2
9319,PRKAA1,1,PIAS1
9329,ATR,-1,DBF4
9334,CSNK2A1,1,PPP1R1B
9335,PDK2,-1,PDHA1
9336,AKT3,1,NOS3
9338,TAF1,1,GTF2A1
9342,PRKCD,-1,ADRB2
9348,CSNK2A1,-1,CASP2
9351,MAPK9,1,TP53
9354,SRC,1,DGKA
9355,PRKCA,1,HSPB8
9356,MAPK8,1,TP53
9357,GABPB1,-1,HCFC1
9360,MAPK3,1,HSPB8
9361,PRKCD,1,DNM1L
9362,ERN1,1,TRAF2
9364,PLK1,1,TOP2A
9365,CSNK2A1,1,TOP2A
9367,PLK3,1,TOP2A
9370,CFH,1,CFI
9371,NXPH1,1,NRXN1
9376,AURKB,-1,HDAC9
9379,CDK2,1,DLG1
9380,CDK2,-1,PPP1CA
9383,MAPK3,-1,CALD1
9384,MAPK14,1,JUNB
9385,PRKCD,1,G6PD
9388,CSNK1A1,-1,NFATC3
9389,LYN,-1,PPP1R8
9390,PRKD1,1,KIDINS220
9393,CSNK2A2,1,PPP1R8
9394,CSNK2A1,1,PPP1R8
9395,SRC,1,TXK
9400,CDK1,1,CDC16
9401,PHLPP1,1,STK4
9403,ABL1,1,STK4
9409,CAMK2A,-1,LIPE
9411,AURKA,1,WDR62
9413,AXIN2,1,APC
9414,PAK1,1,ILK
9416,MAP2K1,-1,TAL1
9417,PPP2CB,-1,ELF1
9418,ARIH1,-1,EIF4E2
9558,CSNK2A1,1,VDR
9560,TSHB,1,TSHR
9561,PRCC,1,MAD2L2
9565,RNF146,-1,TNKS2
9567,PRKD1,-1,SSH1
9569,DYRK2,1,SIAH2
9570,TXK,1,LCP2
9572,LCK,1,PLCG2
9573,PPP1CB,-1,AXIN1
9578,PRKACA,-1,PRKAA1
9579,STK11,1,PRKAA1
9580,CSNK2A2,1,EIF2B5
9582,GSK3A,-1,EIF2B5
9583,HCK,1,PLCG2
9584,GSK3A,-1,GPSM3
9586,CSNK2A1,-1,TELO2
9726,CDK9,-1,SMAD3
9727,PPM1A,-1,PAK1
9730,PRKCG,-1,HSP90AA1
9732,NR3C1,1,HDAC1
9736,PTPRE,-1,INSR
9738,PPP2CB,-1,PAK1
9741,PPP2CA,-1,PAK1
9743,PRKCB,-1,STMN1
9744,SIRT1,1,XPA
9746,PRKACA,1,ITGA4
9748,MAP2K7,-1,FADD
9749,AURKA,1,FADD
9750,CSNK1A1,-1,FADD
9751,MAP3K1,-1,FADD
9755,PTPN7,-1,MAPK1
9756,MAPK3,-1,BCL6
9757,CDK7,-1,E2F1
9759,CAMK2G,-1,NCOR2
9760,CFI,-1,C3
9761,PTPRR,-1,MAPK7
9762,PAK2,-1,VIM
9763,STIP1,-1,HSP90AA1
9770,CSNK2A1,1,EIF5
9771,CDKN2B,-1,CDK4
9773,CHUK_IKBKB_IKBKG,-1,IKBKG
9776,MAPK1,1,MAPKAPK5
9777,KAT2B,1,MYOD1
9781,SAV1,1,STK3
9784,FYN,1,GRIN2B
9785,CIT,1,MYL9
9790,PTPRG,1,GRIN2B
9793,CSNK2A1,-1,GRIN2B
9794,CNTF,1,LIFR
9798,MAPK1,-1,LIFR
9799,CAMK2A,1,GRIN2B
9800,GSK3B,-1,PHLPP1
9803,PAK1,1,MAP3K1
9804,CSNK1D,1,DVL2
9808,PRKAA1,-1,SYN1
9809,SYK,1,IL15RA
9810,CSNK2A1,-1,G3BP1
9811,FYN,1,SLAMF1
9812,CHEK2,-1,MAPT
9816,MAPK1,-1,GJA1
9823,CSNK2A1,1,SRF
9824,MAPK14,1,TP53
9827,PPP2CB,-1,ATM
9830,CSNK2A1,-1,HNRNPC
9833,ATM,1,UBQLN4
9834,ROCK1,-1,PPP1R12B
9835,CSNK2A1,1,WAS
9839,MAVS,1,STING1
9840,CAMK2G,1,SYN1
9843,CAMK2A,1,SRF
9844,GRB14,-1,INSR
9845,WNT7A,1,FZD7
9850,EDN1,1,EDNRB
9851,CSNK2A1,1,KLF1
